id,imdbid,title,year,bechdel
9951,tt241446,Fencing,1892,0
9952,tt234520,Le prince de Galles,1892,0
9948,tt242148,Wrestling,1892,0
9986,tt241266,Boxing,1892,0
9583,tt5,Blacksmith Scene,1893,0
9636,tt229217,Annabelle Butterfly Dance,1894,0
9642,tt8419312,Edison Kinetoscope Records: Annie Oakley,1894,0
9646,tt15,Autour d&#39;une cabine,1894,0
9648,tt229235,"Barbershop, The",1894,0
9649,tt309396,Bucking Broncho,1894,0
9650,tt309402,Buffalo Dance,1894,0
9651,tt1,Carmencita,1894,0
9652,tt8,Edison Kinetoscopic Record of a Sneeze,1894,0
9654,tt177707,Dickson Experimental Sound Film,1894,0
9655,tt6,Chinese Opium Den,1894,0
9656,tt7,Corbett and Courtney Before the Kinetograph,1894,0
9662,tt2049440,Falling Cat,1894,0
9663,tt312728,"Glenroy Bros., No. 2",1894,0
9664,tt256782,Glenroy Brothers,1894,0
9668,tt203646,Leonard-Cushing Fight,1894,0
9671,tt277115,"Luis Martinetti, Contortionist",1894,0
9673,tt2161519,Sandow No. 2,1894,0
9674,tt2161521,Sandow No. 3,1894,0
9681,tt413219,Reve au coin du feu,1894,0
9779,tt9,Miss Jerry,1894,0
5444,tt14,Tables Turned on the Gardener,1895,0
6200,tt132134,"Execution of Mary, Queen of Scots, The",1895,0
9679,tt11,Akrobatisches Potpourri,1895,1
9683,tt154152,Annabelle Serpentine Dance,1895,0
9714,tt17,Italienischer Bauerntanz,1895,0
9715,tt29,Baby&#39;s Dinner,1895,1
9766,tt477266,Billy Edwards and the Unknown,1895,0
9767,tt22,Blacksmith Scene,1895,0
9787,tt16,Barque sortant du port,1895,0
4982,tt91,"House of the Devil, The",1896,0
5406,tt131,Une nuit terrible,1896,0
5445,tt223341,La fee aux choux,1896,0
6199,tt12,"Arrival of a Train, The",1896,0
9672,tt1428455,Sandow,1896,0
9949,tt1672718,Alger: rue Bab-Azoun,1896,0
9950,tt1736599,Lassage des boeufs pour le labour,1896,0
9901,tt222137,Lancement d&#39;un navire,1896,0
9328,tt41,Bataille de neige,1897,0
4978,tt135696,Four Heads Are Better Than One,1898,0
5410,tt211,"Astronomer&#39;s Dream; or, The Man in the Moon, The",1898,0
5411,tt224240,"Temptation of St. Anthony, The",1898,0
4994,tt246,A Turn of the Century Illusionist,1899,0
5914,tt230,Cinderella,1899,3
1594,tt291476,Sherlock Holmes Baffled,1900,0
4271,tt300,"Enchanted Drawing, The",1900,0
4343,tt304,Grandma&#39;s Reading Glass,1900,0
4344,tt272,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),1900,0
4345,tt257654,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),1900,0
4346,tt306,Hamlet ( Le Duel d&#39;Hamlet),1900,0
4993,tt135453,"One-Man Band, The",1900,0
5069,tt377995,Grandma Threading Her Needle,1900,0
5072,tt230746,"Searching Ruins on Broadway, Galveston, for Dead Bodies",1900,0
5438,tt313,Let Me Dream Again,1900,0
5446,tt227438,"Doctor and the Monkey, The",1900,0
4995,tt359,L&#39;homme a la tete en caoutchouc,1901,0
5437,tt258104,Reve et realite,1901,0
5500,tt131934,Bluebeard,1901,0
1252,tt417,Le voyage dans la lune,1902,0
5431,tt229024,Gulliver&#39;s Travels,1902,0
5432,tt367177,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",1902,0
5443,tt413,Mephistopheles&#39; School of Magic,1902,0
1319,tt439,"Great Train Robbery, The",1903,0
5002,tt135180,"Infernal Boiling Pot, The",1903,0
5063,tt455,"Music Lover, The",1903,0
5064,tt223755,"Monster, The",1903,0
5683,tt189498,"Enchanted Well, The",1903,0
5224,tt215664,"Cook in Trouble, The",1904,0
5404,tt135179,"Living Playing Cards, The",1904,0
5601,tt135631,"Untamable Whiskers, The",1904,0
6135,tt499,Le voyage a travers l&#39;impossible,1904,0
5003,tt135690,"Scheming Gambler&#39;s Paradise, The",1905,0
5602,tt215575,"Black Imp, The",1905,0
1349,tt574,"Story of the Kelly Gang, The",1906,1
5024,tt216016,"Mysterious Retort, The",1906,0
5435,tt554,Humorous Phases of Funny Faces,1906,0
5603,tt135122,"Hilarious Posters, The",1906,0
5684,tt567,"400 Tricks of the Devil, The",1906,0
6206,tt449172,A Funny Shave,1906,0
7215,tt1260944,"Consequence of Feminism, The",1906,0
5223,tt215737,"Eclipse: Courtship of the Sun and Moon, The",1907,0
5615,tt215817,Good Glue Sticks,1907,0
6231,tt1802750,Unusual Cooking,1908,0
4409,tt1009,"Princess Nicotine; or, The Smoke Fairy",1909,2
5635,tt127948,"Devilish Tenant, The",1909,0
6211,tt277596,Le barometre de la fidelite,1909,1
1464,tt232821,Tilly the Tomboy Visits the Poor,1910,3
4983,tt486978,Mobilier fidele,1910,0
5685,tt1515725,A Trip to Mars,1910,0
2003,tt2101,Cleopatra,1912,2
2005,tt2281,"Invaders, The",1912,0
5357,tt277865,Max and the Donkey,1912,0
5364,tt3512,"Voyage of the Bourrichon Family, The",1913,0
5915,tt3424,Suspense,1913,0
4457,tt3973,A Florida Enchantment,1914,2
1258,tt4972,"Birth of a Nation, The",1915,2
2008,tt6745,Gretchen the Greenhorn,1916,3
2014,tt279914,Lady Windermere&#39;s Fan,1916,3
5368,tt7507,"Vagabond, The",1916,0
5944,tt6864,Intolerance: Love&#39;s Struggle Throughout the Ages,1916,0
7004,tt7361,Snow White,1916,3
1981,tt8652,A Tale of Two Cities,1917,3
1993,tt8499,Rebecca of Sunnybrook Farm,1917,3
1994,tt8443,"Poor Little Rich Girl, The",1917,3
2015,tt8519,A Romance of the Redwoods,1917,0
2019,tt8489,"Raffles, the Amateur Cracksman",1917,2
1996,tt9682,Tarzan of the Apes,1918,3
2007,tt9652,Stella Maris,1918,3
5441,tt8844,Are Crooks Dishonest?,1918,0
7108,tt10281,Ich mochte kein Mann sein,1918,3
2018,tt10879,When the Clouds Roll by,1919,3
2588,tt9968,Broken Blossoms or The Yellow Man and the Girl,1919,0
1306,tt10323,"Cabinet of Dr. Caligari, The",1920,0
1991,tt11588,Pollyanna,1920,3
5948,tt11870,Within Our Gates,1920,3
1263,tt12532,Orphans of the Storm,1921,3
3945,tt12349,"Kid, The",1921,0
4204,tt11979,"Blot, The",1921,3
5898,tt12364,K&ouml;rkarlen (The Phantom Carriage),1921,2
1307,tt13442,"Nosferatu, eine Symphonie des Grauens",1922,2
1631,tt13496,"Phantom, The",1922,2
1778,tt13428,Nathan der Weise,1922,2
2001,tt13367,"Man from Beyond, The",1922,1
3800,tt13257,H&auml;xan: Witchcraft Through the Ages,1922,3
5361,tt12543,"Paleface, The",1922,0
5901,tt13427,Nanook of the North,1922,1
5958,tt13140,Foolish Wives,1922,3
5967,tt13086,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922,3
1961,tt14429,Safety Last!,1923,0
1967,tt14611,Why Worry?,1923,0
1998,tt14469,"Silent Command, The",1923,2
5888,tt13626,La souriante Madame Beudet,1923,3
5949,tt14341,Our Hospitality,1923,0
8947,tt14624,A Woman of Paris,1923,2
1337,tt15175,Die Nibelungen,1924,2
1338,tt15174,Kriemhild&#39;s Revenge,1924,2
1264,tt15400,"Thief of Bagdad, The",1924,0
1960,tt15498,Wild Oranges,1924,0
2009,tt15163,"Navigator, The",1924,0
2011,tt15324,Sherlock Jr.,1924,0
2016,tt14945,Girl Shy,1924,0
2020,tt15116,Manhandled,1924,3
2413,tt1764657,"Great White Silence, The",1924,0
6209,tt13845,Help!,1924,0
8458,tt15881,Greed,1924,3
1305,tt16220,"Phantom of the Opera, The",1925,2
1308,tt15648,Battleship Potemkin,1925,0
1309,tt15864,"Gold Rush, The",1925,0
1978,tt15863,Go West,1925,0
2012,tt15841,"Freshman, The",1925,0
3077,tt16332,Seven Chances,1925,0
5514,tt16039,"Lost World, The",1925,2
5962,tt15624,"Big Parade, The",1925,2
5991,tt15361,Stachka,1925,0
1334,tt17449,"Temptress, The",1926,1
1260,tt16884,Flesh and the Devil,1926,1
1310,tt17925,"General, The",1926,0
1966,tt16895,For Heaven&#39;s Sake,1926,0
3217,tt17410,So&#39;s Your Old Man,1926,3
5974,tt15532,Die Abenteuer des Prinzen Achmed,1926,1
1227,tt18033,It,1927,3
1267,tt17136,Metropolis,1927,1
1312,tt18192,Abel Gance&#39;s Napoleon,1927,2
1311,tt18528,"Unknown, The",1927,0
1632,tt18455,Sunrise: A Song of Two Humans,1927,2
1964,tt18051,"Kid Brother, The",1927,0
1982,tt18199,Nevada,1927,0
2010,tt18183,My Best Girl,1927,3
3118,tt18578,Wings,1927,1
5975,tt18037,"Jazz Singer, The",1927,1
7324,tt17825,Downhill [When Boys Leave Home],1927,1
1314,tt19254,"Passion of Joan of Arc, The",1928,0
1963,tt19412,Speedy,1928,0
1968,tt18773,"Circus, The",1928,0
1970,tt18742,"Cameraman, The",1928,0
1971,tt19421,"Steamboat Bill, Jr.",1928,0
1972,tt19304,"Racket, The",1928,0
1977,tt18684,Beggars of Life,1928,0
1979,tt19290,"Power of the Press, The",1928,1
1980,tt18937,A Girl in Every Port,1928,0
2013,tt19258,"Patsy, The",1928,3
2017,tt19571,While the City Sleeps,1928,2
2021,tt19130,"Man Who Laughs, The",1928,2
5912,tt18806,"Crowd, The",1928,1
5984,tt18839,"Docks of New York, The",1928,2
9314,tt19237,Our Dancing Daughters,1928,2
1313,tt20530,Un chien andalou,1929,0
1953,tt19777,"Cocoanuts, The",1929,2
1962,tt20572,Welcome Danger,1929,0
2324,tt18737,Pandora&#39;s Box (Die B&uuml;chse der Pandora),1929,3
3897,tt19760,Man with a Movie Camera,1929,0
5979,tt19702,Blackmail,1929,2
6046,tt20286,Throw of the Dice,1929,0
7287,tt21015,Juno and the Paycock [The Shame of Mary Boyle],1929,3
8464,tt19729,Broadway Melody,1929,3
1315,tt20697,"Blue Angel, The",1930,1
1316,tt20629,All Quiet on the Western Front,1930,0
1326,tt20641,Anna Christie,1930,3
3713,tt21040,Ladies of Leisure,1930,3
3871,tt21577,L&#39;Age d&#39;Or,1930,0
3865,tt21156,Morocco,1930,1
3927,tt21148,Min and Bill,1930,3
4253,tt20670,Be Yourself,1930,2
6782,tt20668,"Bat Whispers, The",1930,3
7291,tt21165,Murder!,1930,3
8463,tt20640,Animal Crackers,1930,3
610,tt22100,M,1931,3
628,tt22183,M&auml;dchen in Uniform,1931,3
636,tt22208,Night Nurse,1931,3
1317,tt21884,Frankenstein,1931,1
1327,tt20642,Anna Christie,1931,3
1333,tt23196,Mata Hari,1931,3
1633,tt22458,Tabu: A Story of the South Seas,1931,0
1828,tt22000,Indiscreet,1931,3
1956,tt22054,"Last Flight, The",1931,0
1974,tt22251,Pardon Us,1931,0
1985,tt21814,Dracula,1931,2
2384,tt22158,Monkey Business,1931,1
2705,tt21749,City Lights,1931,3
4243,tt22074,"Smiling Lieutenant, The",1931,2
5741,tt21735,"Cheat, The",1931,3
5934,tt22286,"Public Enemy, The",1931,3
6030,tt21739,La Chienne,1931,3
6031,tt22599,A Nous la Liberte,1931,1
6043,tt21079,Little Caesar,1931,1
7294,tt22395,"Skin Game, The",1931,3
7296,tt23395,Rich and Strange [East of Shanghai],1931,2
8213,tt21815,Dracula,1931,3
8467,tt21746,Cimarron,1931,3
8557,tt21985,Hyppolit a lakaj,1931,1
9095,tt22397,Skippy,1931,3
9110,tt21730,"Champ, The",1931,1
1318,tt23042,I Am a Fugitive from a Chain Gang,1932,1
1328,tt22958,Grand Hotel,1932,3
1983,tt22614,"Age of Consent, The",1932,2
2383,tt23027,Horse Feathers,1932,1
2550,tt23694,White Zombie,1932,0
2767,tt22718,Boudu Saved from Drowning,1932,1
3530,tt23634,"I Was Born, But...",1932,1
3658,tt23238,"Most Dangerous Game, The",1932,0
3659,tt22913,Freaks,1932,2
3844,tt24188,Island of Lost Souls,1932,1
4775,tt23293,"Old Dark House, The",1932,3
5742,tt23213,Merrily We Go to Hell,1932,3
5783,tt22940,"Girl from Calgary, The",1932,2
5910,tt23649,Vampyr,1932,3
5929,tt23458,Shanghai Express,1932,3
6051,tt23590,Three on a Match,1932,3
6052,tt23158,Love Me Tonight,1932,2
6063,tt23427,Scarface,1932,1
6092,tt23385,Red-Headed Woman,1932,3
6176,tt23935,"Death Kiss, The",1932,1
6852,tt23582,Thirteen Women,1932,3
6990,tt22694,"Blue Light (Das Blaue Licht), The",1932,1
7301,tt23285,Number 17,1932,0
10705,tt23814,"Bitter Tea of General Yen, The",1932,3
802,tt24028,Footlight Parade,1933,3
1330,tt24481,Queen Christina,1933,3
1248,tt24473,"Private Life of Henry VIII., The",1933,1
2229,tt24216,King Kong,1933,0
2231,tt24264,Little Women,1933,3
3188,tt23753,Alice in Wonderland,1933,3
3210,tt24727,"Vampire Bat, The",1933,3
4335,tt24034,42nd Street,1933,3
5029,tt23932,Day of Reckoning,1933,3
5185,tt23969,Duck Soup,1933,1
5752,tt24679,Tomorrow at Seven,1933,3
5916,tt24069,Gold Diggers of 1933,1933,3
6056,tt24008,Female,1933,3
6193,tt24625,A Study in Scarlet,1933,3
6205,tt24432,"Peanut Vendor, The",1933,0
7450,tt24184,"Invisible Man, The",1933,1
7528,tt23775,Baby Face,1933,3
8346,tt23940,Design for Living,1933,1
8477,tt23876,Cavalcade,1933,3
10492,tt24210,"Kennel Murder Case, The",1933,1
10702,tt24548,She Done Him Wrong,1933,2
10714,tt24601,Sons of the Desert,1933,3
621,tt25316,It Happened One Night,1934,3
1324,tt24961,"Cat&#39;s-Paw, The",1934,1
1325,tt25746,"Scarlet Empress, The",1934,3
1329,tt25617,"Painted Veil, The",1934,1
1246,tt25004,"Count of Monte Cristo, The",1934,1
1270,tt24991,Cleopatra,1934,1
1379,tt25586,Of Human Bondage,1934,1
1795,tt24844,L&#39;atalante,1934,0
1969,tt25423,"Lost Patrol, The",1934,0
4443,tt25822,Spitfire,1934,3
4702,tt25465,Maniac,1934,3
5319,tt24831,Anne of Green Gables,1934,3
5523,tt25424,Lost in the Stratosphere,1934,2
5821,tt25755,Search for Beauty,1934,3
6772,tt25091,Evelyn Prentice,1934,3
7304,tt25452,"Man Who Knew Too Much, The",1934,3
7999,tt25301,Imitation of Life,1934,3
8653,tt25543,Mystery Liner,1934,0
10824,tt25318,It&#39;s a Gift,1934,3
595,tt27125,Top Hat,1935,2
1242,tt26029,"39 Steps, The",1935,3
1261,tt26071,Anna Karenina,1935,2
1361,tt26752,Mutiny on the Bounty,1935,1
1685,tt26768,Naughty Marietta,1935,3
2362,tt26942,Roberta,1935,3
2756,tt26667,Magnificent Obsession,1935,3
3881,tt26778,A Night At The Opera,1935,1
3891,tt26138,"Bride of Frankenstein, The",1935,3
5750,tt26599,"Lady in Scarlet, The",1935,2
5913,tt26939,"Riverside Murder, The",1935,2
7998,tt26663,Mad Love,1935,2
596,tt28333,Swing Time,1936,1
1323,tt27977,Modern Times,1936,0
1237,tt27438,"Charge of the Light Brigade, The",1936,1
1359,tt28216,San Francisco,1936,1
1360,tt28505,Wife vs. Secretary,1936,2
1369,tt28096,"Petrified Forest, The",1936,3
1992,tt27996,Mr. Deeds Goes to Town,1936,3
2363,tt27387,Born to Dance,1936,3
2554,tt28174,Revolt of the Zombies,1936,0
2699,tt27562,Earthworm Tractors,1936,1
2853,tt28021,Osaka Elegy,1936,3
3280,tt28355,Theodora Goes Wild,1936,3
3401,tt27698,"Great Ziegfeld, The",1936,3
3548,tt29207,"Mandarin Mystery, The",1936,3
3560,tt27752,"Only Son, The",1936,3
3598,tt28683,Camille,1936,3
4010,tt28092,Pennies from Heaven,1936,3
4069,tt28203,Romeo and Juliet,1936,3
4143,tt27407,Bullets or Ballots,1936,3
5852,tt28010,My Man Godfrey,1936,2
5926,tt28212,Sabotage,1936,3
6096,tt27652,Fury,1936,2
6174,tt28000,Murder at Glen Athol,1936,3
6210,tt3427056,Il caso Valdemar,1936,0
7227,tt28356,These Three,1936,2
7308,tt28231,Secret Agent,1936,3
7992,tt27545,Dracula&#39;s Daughter,1936,3
597,tt29546,Shall We Dance,1937,1
631,tt29604,Stage Door,1937,3
795,tt29608,Stella Dallas,1937,3
1332,tt28739,Conquest,1937,2
1335,tt29682,Topper,1937,2
1336,tt29162,Lost Horizon,1937,2
1240,tt29442,"Prisoner of Zenda, The",1937,1
1244,tt29087,Knight Without Armor,1937,2
1358,tt29377,Parnell,1937,2
1976,tt29583,Snow White and the Seven Dwarfs,1937,3
2382,tt28772,A Day at the Races,1937,2
3968,tt29322,Nothing Sacred,1937,0
4255,tt29192,Make Way for Tomorrow,1937,3
5617,tt29565,Murder at the Baskervilles (Silver Blaze),1937,1
5740,tt29453,Pepe le Moko,1937,2
6554,tt28597,"Awful Truth, The",1937,3
7317,tt29811,"Girl Was Young, The",1937,3
7877,tt29217,Marked Woman,1937,3
8473,tt27552,"Bizarre, Bizarre",1937,3
8478,tt29146,"Life of Emile Zola, The",1937,1
10352,tt29751,Wee Willie Winkie,1937,3
10838,tt28691,Captains Courageous,1937,0
594,tt29971,Carefree,1938,2
620,tt30341,"Lady Vanishes, The",1938,3
994,tt30241,Holiday,1938,3
1238,tt30044,"Dawn Patrol, The",1938,0
1367,tt30287,Jezebel,1938,2
1378,tt30755,"Sisters, The",1938,2
2467,tt29942,Boys Town,1938,0
2590,tt30473,"Mr. Wong, Detective",1938,1
3103,tt29843,"Adventures of Robin Hood, The",1938,2
3283,tt29929,Bluebeard&#39;s Eighth Wife,1938,2
3400,tt29947,Bringing Up Baby,1938,3
3951,tt30149,Four Daughters,1938,3
4495,tt30396,"Mad Miss Manton, The",1938,3
6042,tt30127,"Baker&#39;s Wife, The",1938,1
7290,tt29870,Angels with Dirty Faces,1938,1
174,tt32138,"Wizard of Oz, The",1939,3
291,tt31381,Gone with the Wind,1939,3
383,tt31235,Dodge City,1939,2
588,tt32143,"Women, The",1939,3
593,tt31971,Stagecoach,1939,3
1239,tt32145,Wuthering Heights,1939,2
1245,tt31385,"Goodbye, Mr. Chips",1939,2
1259,tt31725,Ninotchka,1939,3
1368,tt31516,Juarez,1939,2
1370,tt31210,Dark Victory,1939,3
1371,tt31826,Essex and Elizabeth,1939,2
1382,tt32155,Young Mr. Lincoln,1939,2
1383,tt31507,Jesse James,1939,2
1384,tt31252,Drums Along the Mohawk,1939,2
1385,tt31981,"Story of Alexander Graham Bell, The",1939,2
1973,tt31322,"Flying Deuces, The",1939,0
2086,tt31455,"Hunchback of Notre Dame, The",1939,0
2372,tt31060,At the Circus,1939,2
2555,tt31387,"Gorilla, The",1939,3
2622,tt31680,Mr. Wong in Chinatown,1939,1
2851,tt31742,Of Mice and Men,1939,1
3089,tt31885,"Rules of the Game, The",1939,3
3723,tt31066,Babes in Arms,1939,3
5634,tt31225,Destry Rides Again,1939,3
5763,tt31709,Nancy Drew... Reporter,1939,3
5863,tt31022,"Adventures of Sherlock Holmes, The",1939,3
5946,tt31679,Mr. Smith Goes to Washington,1939,2
7322,tt31505,Jamaica Inn,1939,3
8098,tt31514,Le jour se l&egrave;ve,1939,2
8511,tt31397,Gulliver&#39;s Travels,1939,0
9038,tt31593,Love Affair,1939,3
10848,tt31398,Gunga Din,1939,0
10880,tt31762,Only Angels Have Wings,1939,2
478,tt32910,Pinocchio,1940,1
618,tt32976,Rebecca,1940,3
1265,tt33152,"Thief of Bagdad, The",1940,0
1501,tt32811,"Mortal Storm, The",1940,3
1355,tt32349,Comrade X,1940,2
1356,tt32273,Boom Town,1940,1
1357,tt33105,Strange Cargo,1940,0
1366,tt32983,"Return of Frank James, The",1940,0
1373,tt32194,"All This, and Heaven Too",1940,2
1380,tt32701,"Letter, The",1940,2
1387,tt32551,"Grapes of Wrath, The",1940,3
1975,tt32339,A Chump at Oxford,1940,0
2556,tt32215,"Ape, The",1940,3
2678,tt33021,Santa Fe Trail,1940,1
3033,tt32599,His Girl Friday,1940,3
3050,tt33028,"Sea Hawk, The",1940,3
3470,tt32553,"Great Dictator, The",1940,3
4257,tt32943,Pride and Prejudice,1940,3
4354,tt32946,Primrose Path,1940,3
4363,tt32406,Chamber of Horrors / Door with the Seven Locks,1940,2
4415,tt32376,"Dance, Girl, Dance",1940,3
4943,tt32904,"Philadelphia Story, The",1940,3
5039,tt32455,Fantasia,1940,0
5320,tt32211,Anne Of Windy Poplars,1940,3
5773,tt31359,Gaslight,1940,3
5802,tt32690,"Last Alarm, The",1940,3
7311,tt32484,Foreign Correspondent,1940,1
7861,tt33045,"Shop Around the Corner, The",1940,3
8480,tt32676,Knute Rockne All American,1940,1
1331,tt34328,Two-Faced Woman,1941,2
1512,tt34175,"Shanghai Gesture, The",1941,3
1230,tt33870,"Maltese Falcon, The",1941,1
1266,tt33467,Citizen Kane,1941,1
1117,tt33563,Dumbo,1941,2
1372,tt33836,"Little Foxes, The",1941,2
1386,tt33804,"Lady Eve, The",1941,2
1682,tt33533,"Devil and Miss Jones, The",1941,3
1941,tt33727,Mr. Bug Goes to Town,1941,1
2410,tt33717,High Sierra,1941,1
2436,tt34398,"Wolf Man, The",1941,2
2446,tt33459,Cheers for Miss Bishop,1941,3
2468,tt33902,Men of Boys Town,1941,1
2867,tt33627,49th Parallel,1941,0
2906,tt33436,Buck Privates,1941,3
2910,tt33723,Hold That Ghost,1941,3
3717,tt33891,Meet John Doe,1941,3
4359,tt34240,Sullivan&#39;s Travels,1941,3
6171,tt33928,Murder by Invitation,1941,3
6318,tt33802,Ladies In Retirement,1941,1
7329,tt34248,Suspicion,1941,3
8625,tt34241,Sun valley serenade,1941,0
8983,tt33729,How Green Was My Valley,1941,3
9025,tt34091,"Reluctant Dragon, The",1941,3
9192,tt33787,King of the Zombies,1941,3
10347,tt33373,Ball of Fire,1941,2
681,tt35019,"Major and the Minor, The",1942,3
689,tt35140,"Now, Voyager",1942,3
1076,tt34583,Casablanca,1942,1
1289,tt35015,"Magnificent Ambersons, The",1942,2
1116,tt34492,Bambi,1942,1
1388,tt35360,Son of Fury: The Story of Benjamin Blake,1942,1
1675,tt34746,For Me and My Gal,1942,3
1686,tt34882,I Married an Angel,1942,3
2708,tt34587,Cat People,1942,3
3518,tt34521,Black Dragons,1942,0
3789,tt34591,There Was a Father,1942,0
3875,tt35415,Tales of Manhattan,1942,2
4475,tt33874,"Man Who Came to Dinner, The",1942,3
4870,tt35567,Woman of the Year,1942,3
5303,tt35446,To Be or Not to Be,1942,0
5859,tt35317,Sherlock Holmes and the Secret Weapon,1942,1
5938,tt35279,Saboteur,1942,1
5939,tt35279,Saboteur,1942,1
6384,tt35093,Mrs. Miniver,1942,3
7696,tt36326,Saludos Amigos,1942,0
7697,tt34613,"Corpse Vanishes, The",1942,1
10343,tt34770,"Gay Sisters, The",1942,3
1374,tt36230,Old Acquaintance,1943,3
1375,tt36515,Watch on the Rhine,1943,3
1691,tt35942,Girl Crazy,1943,1
1955,tt36027,I Walked with a Zombie,1943,3
1959,tt36363,"Sky&#39;s the Limit, The",1943,1
1987,tt36323,Sahara,1943,0
1988,tt35957,Guadalcanal Diary,1943,0
2407,tt36418,Tender Comrade,1943,3
3753,tt36506,Day of Wrath,1943,3
3839,tt36112,"Life and Death of Colonel Blimp, The",1943,2
3890,tt35753,Le Corbeau: The Raven,1943,3
4617,tt36342,Shadow of a Doubt,1943,3
4699,tt36400,Judo Saga (Sanshiro Sugata),1943,0
5209,tt35770,Cry &#39;Havoc&#39;,1943,3
5554,tt35881,Fires Were Started,1943,0
6310,tt36244,"Ox-Bow Incident, The",1943,1
6315,tt36367,So Proudly We Hail!,1943,3
6781,tt36969,Jane Eyre,1943,3
7410,tt36172,"More the Merrier, The",1943,1
7475,tt35017,La main du diable,1943,1
7834,tt35636,Angels of Sin,1943,3
8090,tt36341,"Seventh Victim, The",1943,3
8501,tt35735,China,1943,3
8801,tt35160,Ossessione,1943,1
10283,tt36160,Millions Like Us,1943,3
10778,tt35979,Heaven Can Wait,1943,3
201,tt36613,Arsenic and Old Lace,1944,3
1416,tt36775,Double Indemnity,1944,3
1376,tt37094,Mr. Skeffington,1944,2
1676,tt37059,Meet Me in St. Louis,1944,3
1683,tt36891,Hail the Conquering Hero,1944,2
2045,tt36914,Torment,1944,0
2181,tt37469,Window in the Window,1944,1
2715,tt37008,Laura,1944,3
3134,tt36723,Cover Girl,1944,3
3154,tt37280,Since You Went Away,1944,3
3245,tt37382,To Have and Have Not,1944,3
3279,tt36940,I&#39;ll Be Seeing You,1944,3
4222,tt37120,National Velvet,1944,3
4698,tt36947,"Most Beautiful (Ichiban utsukushiku), The",1944,3
5983,tt37017,Lifeboat,1944,3
6319,tt38166,"Three Caballeros, The",1944,0
6420,tt37076,Minstrel Man,1944,1
6515,tt36695,A Canterbury Tale,1944,3
9270,tt37415,"Uninvited, The",1944,3
9718,tt36818,Die Feuerzangenbowle,1944,1
794,tt37913,Mildred Pierce,1945,3
1213,tt37800,I Know Where I&#39;m Going,1945,3
1280,tt38924,"Seventh Veil, The",1945,3
1544,tt37558,Brief Encounter,1945,3
1639,tt37508,Along Came Jones,1945,0
2004,tt37820,Isle of the Dead,1945,3
2434,tt37671,"Enchanted Cottage, The",1945,3
3271,tt37954,"Objective, Burma!",1945,0
3583,tt37884,"Lost Weekend, The",1945,2
3999,tt37638,Detour,1945,1
4252,tt38109,Spellbound,1945,3
4428,tt38890,"Rome, Open City",1945,3
5081,tt38057,Scarlet Street,1945,3
5129,tt37674,Children of Paradise,1945,2
5677,tt37843,Keep Your Powder Dry,1945,3
5856,tt38259,"Woman in Green, The",1945,3
6017,tt37514,Anchors Aweigh,1945,0
6848,tt37365,Thin Man Goes Home,1945,2
6945,tt38017,"Red Dragon, The",1945,1
7185,tt37635,Dead of Night,1945,3
7835,tt37630,Les dames du Bois de Boulogne,1945,3
