imdbid,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $),bechdel
tt15325794,Fall,2022.0,PG-13,107 min,Thriller,6.4,"Best friends Becky and Hunter find themselves at the top of a 2,000-foot radio tower.",Scott Mann,/name/nm1470993/,"Grace Caroline Currey, 
Virginia Gardner, 
Mason Gooding, 
Jeffrey Dean Morgan","/name/nm1534201/,/name/nm4722966/,/name/nm2864252/,/name/nm0604742/",56472.0,,3
tt10954984,Nope,2022.0,R,130 min,"Horror, Mystery, Sci-Fi",6.9,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,Jordan Peele,/name/nm1443502/,"Daniel Kaluuya, 
Keke Palmer, 
Brandon Perea, 
Michael Wincott","/name/nm2257207/,/name/nm1551130/,/name/nm5155952/,/name/nm0000699/",200040.0,,1
tt11291274,The Unbearable Weight of Massive Talent,2022.0,R,107 min,"Action, Comedy, Crime",7.0,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,/name/nm3230448/,"Nicolas Cage, 
Pedro Pascal, 
Tiffany Haddish, 
Sharon Horgan","/name/nm0000115/,/name/nm0050959/,/name/nm1840504/,/name/nm1279721/",97887.0,,3
tt11245972,Scream,2022.0,R,114 min,"Horror, Mystery, Thriller",6.3,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.","Matt Bettinelli-Olpin, 
Tyler Gillett",/name/nm2366012/,"Melissa Barrera, 
Neve Campbell, 
Courteney Cox, 
David Arquette","/name/nm2419470/,/name/nm4574440/,/name/nm0000117/,/name/nm0001073/,/name/nm0000274/",119827.0,,3
tt1375666,Inception,2010.0,PG-13,148 min,"Action, Adventure, Sci-Fi",8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Christopher Nolan,/name/nm0634240/,"Leonardo DiCaprio, 
Joseph Gordon-Levitt, 
Elliot Page, 
Ken Watanabe","/name/nm0000138/,/name/nm0330687/,/name/nm0680983/,/name/nm0913822/",2373682.0,292576195.0,3
tt10954652,Old,2021.0,PG-13,108 min,"Drama, Horror, Mystery",5.8,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.",M. Night Shyamalan,/name/nm0796117/,"Gael García Bernal, 
Vicky Krieps, 
Rufus Sewell, 
Alex Wolff","/name/nm0305558/,/name/nm3043279/,/name/nm0001722/,/name/nm1842974/",125475.0,,3
tt8772262,Midsommar,2019.0,R,148 min,"Drama, Horror, Mystery",7.1,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,Ari Aster,/name/nm4170048/,"Florence Pugh, 
Jack Reynor, 
Vilhelm Blomgren, 
William Jackson Harper","/name/nm6073955/,/name/nm2930503/,/name/nm9859585/,/name/nm2860379/",335439.0,27331977.0,3
tt12261776,65,2023.0,,,"Action, Adventure, Drama",,An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Scott Beck, 
Bryan Woods",/name/nm1399714/,"Adam Driver, 
Ariana Greenblatt, 
Chloe Coleman, 
Nika King","/name/nm1456816/,/name/nm3485845/,/name/nm7567556/,/name/nm5668548/,/name/nm1519739/",,,2
tt2911666,John Wick,2014.0,R,101 min,"Action, Crime, Thriller",7.4,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,"Chad Stahelski, 
David Leitch",/name/nm0821432/,"Keanu Reeves, 
Michael Nyqvist, 
Alfie Allen, 
Willem Dafoe","/name/nm0500610/,/name/nm0000206/,/name/nm0638824/,/name/nm0654295/,/name/nm0000353/",644257.0,43037835.0,1
tt1856101,Blade Runner 2049,2017.0,R,164 min,"Action, Drama, Mystery",8.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Denis Villeneuve,/name/nm0898288/,"Harrison Ford, 
Ryan Gosling, 
Ana de Armas, 
Dave Bautista","/name/nm0000148/,/name/nm0331516/,/name/nm1869101/,/name/nm1176985/",586274.0,92054159.0,3
tt7784604,Hereditary,2018.0,R,127 min,"Drama, Horror, Mystery",7.3,A grieving family is haunted by tragic and disturbing occurrences.,Ari Aster,/name/nm4170048/,"Toni Collette, 
Milly Shapiro, 
Gabriel Byrne, 
Alex Wolff","/name/nm0001057/,/name/nm8412536/,/name/nm0000321/,/name/nm1842974/",328830.0,44069456.0,3
tt5433138,F9: The Fast Saga,2021.0,PG-13,143 min,"Action, Crime, Thriller",5.2,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,/name/nm0510912/,"Vin Diesel, 
Michelle Rodriguez, 
Jordana Brewster, 
Tyrese Gibson","/name/nm0004874/,/name/nm0735442/,/name/nm0108287/,/name/nm0879085/",136715.0,173202780.0,3
tt6751668,Parasite,2019.0,R,132 min,"Drama, Thriller",8.5,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon Ho,/name/nm0094435/,"Song Kang-ho, 
Lee Sun-kyun, 
Cho Yeo-jeong, 
Choi Woo-sik","/name/nm0814280/,/name/nm1310525/,/name/nm1856097/,/name/nm6079248/",822000.0,53367844.0,3
tt7888964,Nobody,2021.0,R,92 min,"Action, Crime, Drama",7.4,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,/name/nm5820154/,"Bob Odenkirk, 
Aleksey Serebryakov, 
Connie Nielsen, 
Christopher Lloyd","/name/nm0644022/,/name/nm0148516/,/name/nm0001567/,/name/nm0000502/",262223.0,27268035.0,1
tt1649418,The Gray Man,2022.0,PG-13,122 min,"Action, Thriller",6.5,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.","Anthony Russo, 
Joe Russo",/name/nm0751577/,"Ryan Gosling, 
Chris Evans, 
Ana de Armas, 
Billy Bob Thornton","/name/nm0751648/,/name/nm0331516/,/name/nm0262635/,/name/nm1869101/,/name/nm0000671/",206972.0,,2
tt1392214,Prisoners,2013.0,R,153 min,"Crime, Drama, Mystery",8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Denis Villeneuve,/name/nm0898288/,"Hugh Jackman, 
Jake Gyllenhaal, 
Viola Davis, 
Melissa Leo","/name/nm0413168/,/name/nm0350453/,/name/nm0205626/,/name/nm0502425/",728343.0,61002302.0,3
tt7286456,Joker,2019.0,R,122 min,"Crime, Drama, Thriller",8.4,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,Todd Phillips,/name/nm0680846/,"Joaquin Phoenix, 
Robert De Niro, 
Zazie Beetz, 
Frances Conroy","/name/nm0001618/,/name/nm0000134/,/name/nm5939164/,/name/nm0175814/",1310698.0,335451311.0,3
tt15255876,Emily the Criminal,2022.0,R,97 min,"Crime, Drama, Thriller",6.7,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",John Patton Ford,/name/nm3621304/,"Aubrey Plaza, 
Theo Rossi, 
Bernardo Badillo, 
John Billingsley","/name/nm2201555/,/name/nm0744331/,/name/nm2224519/,/name/nm0082517/",35081.0,,3
tt2382320,No Time to Die,2021.0,PG-13,163 min,"Action, Adventure, Thriller",7.3,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",Cary Joji Fukunaga,/name/nm1560977/,"Daniel Craig, 
Ana de Armas, 
Rami Malek, 
Léa Seydoux","/name/nm0185819/,/name/nm1869101/,/name/nm1785339/,/name/nm2244205/",409290.0,160869031.0,2
tt1130884,Shutter Island,2010.0,R,138 min,"Mystery, Thriller",8.2,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",Martin Scorsese,/name/nm0000217/,"Leonardo DiCaprio, 
Emily Mortimer, 
Mark Ruffalo, 
Ben Kingsley","/name/nm0000138/,/name/nm0607865/,/name/nm0749263/,/name/nm0001426/",1332201.0,128012934.0,1
tt6723592,Tenet,2020.0,PG-13,150 min,"Action, Sci-Fi, Thriller",7.3,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,/name/nm0634240/,"John David Washington, 
Robert Pattinson, 
Elizabeth Debicki, 
Juhan Ulfsak","/name/nm0913475/,/name/nm1500155/,/name/nm4456120/,/name/nm1798449/",516824.0,58456624.0,1
tt4972582,Split,2016.0,PG-13,117 min,"Horror, Thriller",7.3,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.,M. Night Shyamalan,/name/nm0796117/,"James McAvoy, 
Anya Taylor-Joy, 
Haley Lu Richardson, 
Jessica Sula","/name/nm0564215/,/name/nm5896355/,/name/nm4726634/,/name/nm4088627/",508069.0,138291365.0,3
tt2322441,Fifty Shades of Grey,2015.0,R,125 min,"Drama, Romance, Thriller",4.2,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",Sam Taylor-Johnson,/name/nm0853374/,"Dakota Johnson, 
Jamie Dornan, 
Jennifer Ehle, 
Eloise Mumford","/name/nm0424848/,/name/nm1946193/,/name/nm0000383/,/name/nm3037833/",323286.0,166167230.0,3
tt5013056,Dunkirk,2017.0,PG-13,106 min,"Action, Drama, History",7.8,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,/name/nm0634240/,"Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy","/name/nm7887725/,/name/nm4422686/,/name/nm0753314/,/name/nm0362766/",669727.0,188373161.0,0
tt2267998,Gone Girl,2014.0,R,149 min,"Drama, Mystery, Thriller",8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",David Fincher,/name/nm0000399/,"Ben Affleck, 
Rosamund Pike, 
Neil Patrick Harris, 
Tyler Perry","/name/nm0000255/,/name/nm0683253/,/name/nm0000439/,/name/nm1347153/",993335.0,167767189.0,3
tt5052448,Get Out,2017.0,R,104 min,"Horror, Mystery, Thriller",7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele,/name/nm1443502/,"Daniel Kaluuya, 
Allison Williams, 
Bradley Whitford, 
Catherine Keener","/name/nm2257207/,/name/nm4129745/,/name/nm0925966/,/name/nm0001416/",624515.0,176040665.0,3
tt4649466,Kingsman: The Golden Circle,2017.0,R,141 min,"Action, Adventure, Comedy",6.7,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",Matthew Vaughn,/name/nm0891216/,"Taron Egerton, 
Colin Firth, 
Mark Strong, 
Channing Tatum","/name/nm5473782/,/name/nm0000147/,/name/nm0835016/,/name/nm1475594/",334948.0,100234838.0,1
tt7984734,The Lighthouse,2019.0,R,109 min,"Drama, Fantasy, Mystery",7.4,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,Robert Eggers,/name/nm3211470/,"Robert Pattinson, 
Willem Dafoe, 
Valeriia Karaman, 
Logan Hawkes","/name/nm1500155/,/name/nm0000353/,/name/nm10840078/,/name/nm11125041/",223508.0,427797.0,0
tt13841850,Men,2022.0,R,100 min,"Drama, Fantasy, Horror",6.1,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,Alex Garland,/name/nm0307497/,"Jessie Buckley, 
Rory Kinnear, 
Paapa Essiedu, 
Gayle Rankin","/name/nm2976580/,/name/nm1239499/,/name/nm5469396/,/name/nm4587360/",45990.0,,3
tt8110652,Bodies Bodies Bodies,2022.0,R,94 min,"Comedy, Horror, Thriller",6.3,"When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong.",Halina Reijn,/name/nm0717603/,"Amandla Stenberg, 
Maria Bakalova, 
Rachel Sennott, 
Chase Sui Wonders","/name/nm3964350/,/name/nm7210025/,/name/nm6976735/,/name/nm3681769/",39885.0,,3
tt1951264,The Hunger Games: Catching Fire,2013.0,PG-13,146 min,"Action, Adventure, Sci-Fi",7.5,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,/name/nm1349376/,"Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Philip Seymour Hoffman","/name/nm2225369/,/name/nm1242688/,/name/nm2955013/,/name/nm0000450/",672299.0,424668047.0,3
tt6856242,The King's Man,2021.0,R,131 min,"Action, Adventure, Thriller",6.3,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.",Matthew Vaughn,/name/nm0891216/,"Ralph Fiennes, 
Gemma Arterton, 
Rhys Ifans, 
Harris Dickinson","/name/nm0000146/,/name/nm2605345/,/name/nm0406975/,/name/nm6170168/",151685.0,,1
tt4273800,The Good Nurse,2022.0,R,121 min,"Biography, Crime, Drama",6.8,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,Tobias Lindholm,/name/nm2105585/,"Eddie Redmayne, 
Jessica Chastain, 
Denise Pillott, 
Dartel McRae","/name/nm1519666/,/name/nm1567113/,/name/nm3236205/,/name/nm2869419/",61372.0,,3
tt11897478,The Stranger,2022.0,TV-MA,117 min,"Crime, Drama, Thriller",6.6,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.",Thomas M. Wright,/name/nm0942876/,"Joel Edgerton, 
Sean Harris, 
Jada Alberts, 
Cormac Wright","/name/nm0249291/,/name/nm0365317/,/name/nm3415084/,/name/nm14167237/",18181.0,,3
tt11866324,Prey,2022.0,R,100 min,"Action, Adventure, Drama",7.1,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",Dan Trachtenberg,/name/nm0870469/,"Amber Midthunder, 
Dakota Beavers, 
Dane DiLiegro, 
Stormee Kipp","/name/nm1690270/,/name/nm13396806/,/name/nm10867068/,/name/nm11901532/",199014.0,,3
tt1392190,Mad Max: Fury Road,2015.0,R,120 min,"Action, Adventure, Sci-Fi",8.1,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,/name/nm0004306/,"Tom Hardy, 
Charlize Theron, 
Nicholas Hoult, 
Zoë Kravitz","/name/nm0362766/,/name/nm0000234/,/name/nm0396558/,/name/nm2368789/",1013606.0,154058340.0,3
tt3567288,The Visit,2015.0,PG-13,94 min,"Horror, Mystery, Thriller",6.2,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,M. Night Shyamalan,/name/nm0796117/,"Olivia DeJonge, 
Ed Oxenbould, 
Deanna Dunagan, 
Peter McRobbie","/name/nm4609822/,/name/nm4590837/,/name/nm0241759/,/name/nm0574513/",138344.0,65206105.0,3
tt9639470,Last Night in Soho,2021.0,R,116 min,"Drama, Horror, Mystery",7.0,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.",Edgar Wright,/name/nm0942367/,"Thomasin McKenzie, 
Anya Taylor-Joy, 
Matt Smith, 
Diana Rigg","/name/nm5057169/,/name/nm5896355/,/name/nm1741002/,/name/nm0001671/",143962.0,,3
tt1259521,The Cabin in the Woods,2011.0,R,95 min,"Horror, Mystery, Thriller",7.0,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",Drew Goddard,/name/nm1206844/,"Kristen Connolly, 
Chris Hemsworth, 
Anna Hutchison, 
Fran Kranz","/name/nm1393354/,/name/nm1165110/,/name/nm0404307/,/name/nm0469823/",425201.0,42073277.0,3
tt3397884,Sicario,2015.0,R,121 min,"Action, Crime, Drama",7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,/name/nm0898288/,"Emily Blunt, 
Josh Brolin, 
Benicio Del Toro, 
Jon Bernthal","/name/nm1289434/,/name/nm0000982/,/name/nm0001125/,/name/nm1256532/",437874.0,46889293.0,0
tt10016180,The Little Things,2021.0,R,128 min,"Crime, Drama, Mystery",6.3,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",John Lee Hancock,/name/nm0359387/,"Denzel Washington, 
Rami Malek, 
Jared Leto, 
Chris Bauer","/name/nm0000243/,/name/nm1785339/,/name/nm0001467/,/name/nm0061777/",107939.0,,3
tt9288822,The Wonder,2022.0,R,108 min,"Drama, Mystery, Thriller",6.6,"A tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil.",Sebastián Lelio,/name/nm0133326/,"Florence Pugh, 
Tom Burke, 
Kíla Lord Cassidy, 
Niamh Algar","/name/nm6073955/,/name/nm0121895/,/name/nm10765335/,/name/nm4862056/",32602.0,,3
tt12873562,The Invitation,2022.0,PG-13,105 min,"Horror, Thriller",5.3,"A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot.",Jessica M. Thompson,/name/nm3701612/,"Nathalie Emmanuel, 
Thomas Doherty, 
Sean Pertwee, 
Hugh Skinner","/name/nm2812026/,/name/nm6015235/,/name/nm0675730/,/name/nm2369260/",21640.0,,3
tt9620292,Promising Young Woman,2020.0,R,113 min,"Crime, Drama, Mystery",7.5,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",Emerald Fennell,/name/nm2193504/,"Carey Mulligan, 
Bo Burnham, 
Alison Brie, 
Clancy Brown","/name/nm1659547/,/name/nm3102998/,/name/nm1555340/,/name/nm0000317/",178977.0,,3
